albumentations-team+albumentations,0.5.1,760,Method,Top@1,Top@5,MRR
bentoml+bentoml,v0.4.3,335,bjXnet,0.1121951219512195,0.2121951219512195,0.1121951219512195
bentoml+bentoml,v0.4.3,336,bjXnet,1.0,1.0,0.4609022556390978
bentoml+bentoml,v0.4.3,336,bjXnet,1.0,1.0,0.4805555555555556
bentoml+bentoml,v0.4.8,358,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.4.8,358,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.5.1,395,bjXnet,1.0,1.0,0.6714285714285714
bentoml+bentoml,v0.5.1,395,bjXnet,0.14,0.24000000000000002,0.1378571428571428
bentoml+bentoml,v0.6.1,504,bjXnet,1.0,1.0,0.725
bentoml+bentoml,v0.6.1,504,bjXnet,1.0,1.0,0.7999999999999999
bentoml+bentoml,v0.6.1,505,bjXnet,0.43333333333333335,0.5333333333333333,0.28263090676883773
bentoml+bentoml,v0.6.1,505,bjXnet,0.1714285714285714,0.2714285714285714,0.2082539682539682
bentoml+bentoml,v0.6.1,512,bjXnet,0.35,0.45,0.1809611328333568
bentoml+bentoml,v0.6.1,512,bjXnet,0.2666666666666666,0.3666666666666666,0.1778743245185957
bentoml+bentoml,v0.7.3,608,bjXnet,0.12380952380952381,0.22380952380952382,0.12380952380952381
bentoml+bentoml,v0.7.3,608,bjXnet,0.1125,0.21250000000000002,0.1125
bentoml+bentoml,v0.7.4,631,bjXnet,1.0,1.0,0.6117647058823529
bentoml+bentoml,v0.7.4,631,bjXnet,0.2111111111111111,0.3111111111111111,0.1768321513002364
bentoml+bentoml,v0.7.5,643,bjXnet,0.2111111111111111,0.3111111111111111,0.17638888888888882
bentoml+bentoml,v0.7.5,643,bjXnet,0.1344827586206896,0.23448275862068962,0.12499331729484091
bentoml+bentoml,v0.7.6,663,bjXnet,1.0,1.0,0.420251682068176
bentoml+bentoml,v0.7.6,663,bjXnet,0.35,0.45,0.2286174252421411
bentoml+bentoml,v0.7.7,697,bjXnet,0.13125,0.23125,0.13125
bentoml+bentoml,v0.7.7,697,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
bentoml+bentoml,v0.7.8,742,bjXnet,0.11818181818181811,0.21818181818181812,0.1253021997981146
bentoml+bentoml,v0.7.8,742,bjXnet,0.13125,0.23125,0.1427680023228803
bentoml+bentoml,v0.7.8,763,bjXnet,0.35,0.45,0.28149951899951897
bentoml+bentoml,v0.7.8,763,bjXnet,0.2,0.30000000000000004,0.1685358017135862
bentoml+bentoml,v0.8.1,811,bjXnet,0.1344827586206896,0.23448275862068962,0.15164950612889322
bentoml+bentoml,v0.8.1,811,bjXnet,0.1833333333333333,0.2833333333333333,0.1584343385222933
bentoml+bentoml,v0.8.1,812,bjXnet,0.6,0.7,0.6
bentoml+bentoml,v0.8.1,812,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.1,813,bjXnet,0.35,0.45,0.35628227777438704
bentoml+bentoml,v0.8.1,813,bjXnet,1.0,1.0,0.5780658536211676
bentoml+bentoml,v0.8.2,848,bjXnet,0.225,0.325,0.225
bentoml+bentoml,v0.8.2,848,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
bentoml+bentoml,v0.8.2,850,bjXnet,0.6,0.7,0.6
bentoml+bentoml,v0.8.2,850,bjXnet,0.11282051282051281,0.2128205128205128,0.11282051282051281
bentoml+bentoml,v0.8.3,862,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.3,862,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.3,892,bjXnet,0.6,0.7,0.6
bentoml+bentoml,v0.8.3,892,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
bentoml+bentoml,v0.8.3,893,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.3,893,bjXnet,0.6,0.7,0.6
bentoml+bentoml,v0.8.3,920,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.3,920,bjXnet,0.11960784313725491,0.2196078431372549,0.11960784313725491
bentoml+bentoml,v0.8.4,978,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.4,978,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.8.5,1005,bjXnet,1.0,1.0,0.6452885371272729
bentoml+bentoml,v0.8.5,1005,bjXnet,0.35,0.45,0.24497044020827272
bentoml+bentoml,v0.8.5,989,bjXnet,0.30000000000000004,0.4,0.3666666666666666
bentoml+bentoml,v0.8.5,989,bjXnet,0.225,0.325,0.2151315789473684
bentoml+bentoml,v0.8.5,993,bjXnet,1.0,1.0,0.362709462558212
bentoml+bentoml,v0.8.5,993,bjXnet,1.0,1.0,0.585062661088031
bentoml+bentoml,v0.8.6,1030,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
bentoml+bentoml,v0.8.6,1030,bjXnet,0.1833333333333333,0.2833333333333333,0.1833333333333333
bentoml+bentoml,v0.8.6,1087,bjXnet,1.0,1.0,0.456191222570533
bentoml+bentoml,v0.8.6,1087,bjXnet,0.43333333333333335,0.5333333333333333,0.2384320175438596
bentoml+bentoml,v0.8.6,1098,bjXnet,0.2428571428571428,0.3428571428571428,0.2428571428571428
bentoml+bentoml,v0.8.6,1098,bjXnet,0.35,0.45,0.35
bentoml+bentoml,v0.9.1,1158,bjXnet,1.0,1.0,0.49266262060379706
bentoml+bentoml,v0.9.1,1158,bjXnet,0.6,0.7,0.2965797599482046
bentoml+bentoml,v0.9.1,1174,bjXnet,0.1344827586206896,0.23448275862068962,0.1320248933617787
bentoml+bentoml,v0.9.1,1174,bjXnet,0.1384615384615384,0.23846153846153842,0.12463606528051341
bentoml+bentoml,v0.9.2,1205,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.9.2,1205,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.9.2,1209,bjXnet,0.1555555555555555,0.25555555555555554,0.13277777777777772
bentoml+bentoml,v0.9.2,1209,bjXnet,0.1666666666666666,0.2666666666666666,0.1397435897435897
bentoml+bentoml,v0.9.2,1294,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.9.2,1294,bjXnet,1.0,1.0,1.0
bentoml+bentoml,v0.9.2,1306,bjXnet,0.6,0.7,0.35970873786407764
bentoml+bentoml,v0.9.2,1306,bjXnet,0.19090909090909092,0.2909090909090909,0.1578550990431068
bindsnet+bindsnet,0.2.4,254,bjXnet,1.0,1.0,0.6277054154995331
bindsnet+bindsnet,0.2.4,254,bjXnet,1.0,1.0,0.4478292318538313
blue-oil+blueoil,v0.10.0,397,bjXnet,0.35,0.45,0.2425438596491228
blue-oil+blueoil,v0.10.0,397,bjXnet,1.0,1.0,0.7666666666666666
blue-oil+blueoil,v0.11.0,512,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.11.0,512,bjXnet,0.1188679245283018,0.2188679245283018,0.1188679245283018
blue-oil+blueoil,v0.17.1,715,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.17.1,715,bjXnet,0.132258064516129,0.23225806451612901,0.132258064516129
blue-oil+blueoil,v0.19.0,819,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.19.0,819,bjXnet,0.6,0.7,0.6
blue-oil+blueoil,v0.19.0,881,bjXnet,0.1212765957446808,0.2212765957446808,0.1212765957446808
blue-oil+blueoil,v0.19.0,881,bjXnet,0.225,0.325,0.225
blue-oil+blueoil,v0.21.0,971,bjXnet,0.30000000000000004,0.4,0.30000000000000004
blue-oil+blueoil,v0.21.0,971,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.25.0,1121,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.25.0,1121,bjXnet,0.6,0.7,0.49285714285714277
blue-oil+blueoil,v0.27.0,1194,bjXnet,1.0,1.0,1.0
blue-oil+blueoil,v0.27.0,1194,bjXnet,0.13125,0.23125,0.13125
bytedance+byteps,v0.2.2,222,bjXnet,1.0,1.0,1.0
bytedance+byteps,v0.2.2,222,bjXnet,1.0,1.0,1.0
bytedance+byteps,v0.2.4,278,bjXnet,0.19090909090909092,0.2909090909090909,0.1811688311688311
bytedance+byteps,v0.2.4,278,bjXnet,0.1714285714285714,0.2714285714285714,0.18571428571428572
catalyst-team+catalyst,v19.03,135,bjXnet,1.0,1.0,0.9333333333333332
catalyst-team+catalyst,v19.03,135,bjXnet,0.109090909090909,0.20909090909090902,0.1131661442006269
catalyst-team+catalyst,v19.10.1,431,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v19.10.1,431,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v19.10.2,472,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v19.10.2,472,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
catalyst-team+catalyst,v19.10.2,478,bjXnet,0.1555555555555555,0.25555555555555554,0.1677777777777777
catalyst-team+catalyst,v19.10.2,478,bjXnet,0.6,0.7,0.4
catalyst-team+catalyst,v19.11,488,bjXnet,0.6,0.7,0.5603174603174602
catalyst-team+catalyst,v19.11,488,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v20.01.3,622,bjXnet,0.35,0.45,0.33444444444444443
catalyst-team+catalyst,v20.01.3,622,bjXnet,1.0,1.0,0.7428571428571429
catalyst-team+catalyst,v20.01.3,638,bjXnet,1.0,1.0,0.7428571428571428
catalyst-team+catalyst,v20.01.3,638,bjXnet,1.0,1.0,0.6031847133757962
catalyst-team+catalyst,v20.02.1,663,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v20.02.1,663,bjXnet,0.10625000000000001,0.20625000000000002,0.10625000000000001
catalyst-team+catalyst,v20.02.4,684,bjXnet,0.30000000000000004,0.4,0.30000000000000004
catalyst-team+catalyst,v20.02.4,684,bjXnet,0.6,0.7,0.6
catalyst-team+catalyst,v20.03,700,bjXnet,1.0,1.0,1.0
catalyst-team+catalyst,v20.03,700,bjXnet,0.1555555555555555,0.25555555555555554,0.1555555555555555
catalyst-team+catalyst,v20.04.1,758,bjXnet,0.12272727272727271,0.22272727272727272,0.1283127889060092
catalyst-team+catalyst,v20.04.1,758,bjXnet,0.1038610038610038,0.2038610038610038,0.10577665577665571
catalyst-team+catalyst,v20.06,847,bjXnet,0.30000000000000004,0.4,0.2509424603174603
catalyst-team+catalyst,v20.06,847,bjXnet,0.30000000000000004,0.4,0.1593833862846738
catalyst-team+catalyst,v20.06,851,bjXnet,0.30000000000000004,0.4,0.30000000000000004
catalyst-team+catalyst,v20.06,851,bjXnet,0.6,0.7,0.6
catalyst-team+catalyst,v20.06,854,bjXnet,0.30000000000000004,0.4,0.30000000000000004
catalyst-team+catalyst,v20.06,854,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
catalyst-team+catalyst,v20.09,938,bjXnet,1.0,1.0,0.6909090909090909
catalyst-team+catalyst,v20.09,938,bjXnet,1.0,1.0,0.6121951219512195
catalyst-team+catalyst,v20.10.1,989,bjXnet,0.14347826086956522,0.2434782608695652,0.13097627010670482
catalyst-team+catalyst,v20.10.1,989,bjXnet,1.0,1.0,0.4603791030975496
catalyst-team+catalyst,v20.11,1003,bjXnet,0.1555555555555555,0.25555555555555554,0.1555555555555555
catalyst-team+catalyst,v20.11,1003,bjXnet,0.137037037037037,0.23703703703703702,0.137037037037037
cgre-aachen+gempy,2.1.0,331,bjXnet,1.0,1.0,1.0
cgre-aachen+gempy,2.1.0,331,bjXnet,0.1147058823529411,0.2147058823529411,0.1147058823529411
chainer+chainer,v2.0.0,2851,bjXnet,0.2,0.30000000000000004,0.2
chainer+chainer,v2.0.0,2851,bjXnet,0.30000000000000004,0.4,0.30000000000000004
chainer+chainer,v2.0.0,2909,bjXnet,0.6,0.7,0.6
chainer+chainer,v2.0.0,2909,bjXnet,0.10213219616204691,0.20213219616204692,0.10213219616204691
chainer+chainer,v2.0.1,3066,bjXnet,1.0,1.0,0.9333333333333332
chainer+chainer,v2.0.1,3066,bjXnet,0.1555555555555555,0.25555555555555554,0.1548048048048048
chainer+chainer,v3.0.0b1,3234,bjXnet,1.0,1.0,0.49028803716608593
chainer+chainer,v3.0.0b1,3234,bjXnet,0.35,0.45,0.2230680236473845
chainer+chainer,v3.0.0b1,3242,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
chainer+chainer,v3.0.0b1,3242,bjXnet,0.12325581395348831,0.2232558139534883,0.12325581395348831
chainer+chainer,v4.0.0a1,3868,bjXnet,1.0,1.0,0.85
chainer+chainer,v4.0.0a1,3868,bjXnet,1.0,1.0,1.0
chainer+chainer,v6.0.0,7567,bjXnet,1.0,1.0,0.7111111111111111
chainer+chainer,v6.0.0,7567,bjXnet,0.225,0.325,0.1685975609756097
chainer+chainerrl,v0.2.0,138,bjXnet,0.1208333333333333,0.22083333333333333,0.1208333333333333
chainer+chainerrl,v0.2.0,138,bjXnet,0.35,0.45,0.35
cornellius-gp+gpytorch,v0.1.1,503,bjXnet,0.11666666666666661,0.21666666666666662,0.1216666666666666
cornellius-gp+gpytorch,v0.1.1,503,bjXnet,0.125,0.225,0.11985294117647051
cornellius-gp+gpytorch,v0.2.1,524,bjXnet,1.0,1.0,1.0
cornellius-gp+gpytorch,v0.2.1,524,bjXnet,0.43333333333333335,0.5333333333333333,0.2746031746031746
cornellius-gp+gpytorch,v0.2.1,532,bjXnet,0.35,0.45,0.33611111111111114
cornellius-gp+gpytorch,v0.2.1,532,bjXnet,0.2666666666666666,0.3666666666666666,0.1974178403755868
cornellius-gp+gpytorch,v0.2.1,598,bjXnet,1.0,1.0,1.0
cornellius-gp+gpytorch,v0.2.1,598,bjXnet,0.1714285714285714,0.2714285714285714,0.1714285714285714
cornellius-gp+gpytorch,v0.3.2,710,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
cornellius-gp+gpytorch,v0.3.2,710,bjXnet,0.12000000000000001,0.22,0.12000000000000001
cornellius-gp+gpytorch,v0.3.4,803,bjXnet,1.0,1.0,1.0
cornellius-gp+gpytorch,v0.3.4,803,bjXnet,0.6,0.7,0.6
cornellius-gp+gpytorch,v0.3.4,822,bjXnet,0.1285714285714285,0.2285714285714285,0.1348622230704103
cornellius-gp+gpytorch,v0.3.4,822,bjXnet,0.1526315789473684,0.25263157894736843,0.1347838740723529
cornellius-gp+gpytorch,v0.3.6,955,bjXnet,0.1416666666666666,0.2416666666666666,0.1416666666666666
cornellius-gp+gpytorch,v0.3.6,955,bjXnet,0.1121951219512195,0.2121951219512195,0.1121951219512195
cornellius-gp+gpytorch,v1.0.1,1065,bjXnet,1.0,1.0,0.45792709705753176
cornellius-gp+gpytorch,v1.0.1,1065,bjXnet,1.0,1.0,0.4499759301286018
cornellius-gp+gpytorch,v1.1.1,1133,bjXnet,1.0,1.0,0.9285714285714286
cornellius-gp+gpytorch,v1.1.1,1133,bjXnet,1.0,1.0,0.6571428571428571
cornellius-gp+gpytorch,v1.1.1,1157,bjXnet,0.10694444444444441,0.2069444444444444,0.10694444444444441
cornellius-gp+gpytorch,v1.1.1,1157,bjXnet,0.1476190476190476,0.24761904761904763,0.1476190476190476
cornellius-gp+gpytorch,v1.1.1,1166,bjXnet,0.225,0.325,0.1918466105966105
cornellius-gp+gpytorch,v1.1.1,1166,bjXnet,0.6,0.7,0.28319964349376114
cornellius-gp+gpytorch,v1.2.0,1281,bjXnet,0.6,0.7,0.5999999999999999
cornellius-gp+gpytorch,v1.2.0,1281,bjXnet,1.0,1.0,0.7324786324786324
cornellius-gp+gpytorch,v1.2.0,1298,bjXnet,1.0,1.0,0.6172413793103448
cornellius-gp+gpytorch,v1.2.0,1298,bjXnet,0.1526315789473684,0.25263157894736843,0.1448343079922027
cortexlabs+cortex,v0.10.3,593,bjXnet,0.43333333333333335,0.5333333333333333,0.5131944444444444
cortexlabs+cortex,v0.10.3,593,bjXnet,1.0,1.0,0.9303571428571428
cortexlabs+cortex,v0.13.1,814,bjXnet,0.43333333333333335,0.5333333333333333,0.35
cortexlabs+cortex,v0.13.1,814,bjXnet,0.1208333333333333,0.22083333333333333,0.1308248299319727
cortexlabs+cortex,v0.16.1,1078,bjXnet,0.1212765957446808,0.2212765957446808,0.1212765957446808
cortexlabs+cortex,v0.16.1,1078,bjXnet,0.1212765957446808,0.2212765957446808,0.1212765957446808
cortexlabs+cortex,v0.17.0,1085,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.17.0,1085,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.18.1,1208,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.18.1,1208,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
cortexlabs+cortex,v0.18.1,1209,bjXnet,0.6,0.7,0.6
cortexlabs+cortex,v0.18.1,1209,bjXnet,0.6,0.7,0.6
cortexlabs+cortex,v0.19.0,1310,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.19.0,1310,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.22.0,1554,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.22.0,1554,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.23.0,1598,bjXnet,0.2428571428571428,0.3428571428571428,0.2428571428571428
cortexlabs+cortex,v0.23.0,1598,bjXnet,0.225,0.325,0.225
cortexlabs+cortex,v0.7.0,282,bjXnet,1.0,1.0,0.7666666666666666
cortexlabs+cortex,v0.7.0,282,bjXnet,0.35,0.45,0.33611111111111114
cortexlabs+cortex,v0.7.3,412,bjXnet,0.1188679245283018,0.2188679245283018,0.1188679245283018
cortexlabs+cortex,v0.7.3,412,bjXnet,0.11428571428571421,0.21428571428571422,0.11428571428571421
cortexlabs+cortex,v0.7.3,414,bjXnet,1.0,1.0,1.0
cortexlabs+cortex,v0.7.3,414,bjXnet,0.6,0.7,0.6
cyberzhg+keras-bert,v0.43.0,60,bjXnet,1.0,1.0,0.5501322751322751
cyberzhg+keras-bert,v0.43.0,60,bjXnet,0.6,0.7,0.525911330049261
deepforge-dev+deepforge,v2.4.1,1977,bjXnet,0.6,0.7,0.6
deepforge-dev+deepforge,v2.4.1,1977,bjXnet,1.0,1.0,1.0
deeplabcut+deeplabcut,v2.1.7.1,684,bjXnet,1.0,1.0,0.452935606060606
deeplabcut+deeplabcut,v2.1.7.1,684,bjXnet,0.6,0.7,0.542287784679089
deeplabcut+deeplabcut,v2.2b8,1018,bjXnet,1.0,1.0,0.615625
deeplabcut+deeplabcut,v2.2b8,1018,bjXnet,1.0,1.0,0.6081967213114754
deeplabcut+deeplabcut,v2.2b8,895,bjXnet,0.13125,0.23125,0.13125
deeplabcut+deeplabcut,v2.2b8,895,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
deeplabcut+deeplabcut,v2.2b8,992,bjXnet,0.6,0.7,0.5204545454545454
deeplabcut+deeplabcut,v2.2b8,992,bjXnet,0.1123456790123456,0.2123456790123456,0.1221935393879705
deepmind+dm_control,mujoco1.50,123,bjXnet,0.1714285714285714,0.2714285714285714,0.1714285714285714
deepmind+dm_control,mujoco1.50,123,bjXnet,0.1061728395061728,0.20617283950617282,0.1061728395061728
deepmind+dm_control,mujoco1.50,51,bjXnet,0.6,0.7,0.6
deepmind+dm_control,mujoco1.50,51,bjXnet,1.0,1.0,0.7999999999999999
deepmind+dm_control,python3.5_eol,149,bjXnet,0.11754385964912281,0.21754385964912282,0.11754385964912281
deepmind+dm_control,python3.5_eol,149,bjXnet,0.10609756097560971,0.20609756097560972,0.10609756097560971
deepmind+dm_control,python3.5_eol,158,bjXnet,0.6,0.7,0.3954545454545454
deepmind+dm_control,python3.5_eol,158,bjXnet,1.0,1.0,0.6172413793103448
deepmind+dm_control,python3.5_eol,162,bjXnet,0.11282051282051281,0.2128205128205128,0.11282051282051281
deepmind+dm_control,python3.5_eol,162,bjXnet,1.0,1.0,1.0
deepmipt+deeppavlov,0.1.0,617,bjXnet,1.0,1.0,0.6451049985211476
deepmipt+deeppavlov,0.1.0,617,bjXnet,1.0,1.0,0.35017066267066266
deepmipt+deeppavlov,0.10.0,1258,bjXnet,0.15000000000000002,0.25,0.15000000000000002
deepmipt+deeppavlov,0.10.0,1258,bjXnet,0.1027624309392265,0.20276243093922652,0.1027624309392265
deepmipt+deeppavlov,0.12.0,1312,bjXnet,0.30000000000000004,0.4,0.2232558139534883
deepmipt+deeppavlov,0.12.0,1312,bjXnet,0.1625,0.2625,0.14476351351351352
deepmipt+deeppavlov,0.13.0,1347,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
deepmipt+deeppavlov,0.13.0,1347,bjXnet,0.125,0.225,0.125
deepmipt+deeppavlov,0.3.0,844,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
deepmipt+deeppavlov,0.3.0,844,bjXnet,0.6,0.7,0.6
deepmipt+deeppavlov,0.7.1,1109,bjXnet,1.0,1.0,0.8037037037037037
deepmipt+deeppavlov,0.7.1,1109,bjXnet,1.0,1.0,0.5698821007502679
deepset-ai+farm,0.1.2,39,bjXnet,0.6,0.7,0.6416666666666666
deepset-ai+farm,0.1.2,39,bjXnet,1.0,1.0,0.8333333333333333
deepset-ai+farm,0.1.2,47,bjXnet,1.0,1.0,0.7142857142857143
deepset-ai+farm,0.1.2,47,bjXnet,1.0,1.0,0.8541666666666666
deepset-ai+farm,0.1.2,49,bjXnet,0.6,0.7,0.43333333333333335
deepset-ai+farm,0.1.2,49,bjXnet,1.0,1.0,0.7111111111111111
deepset-ai+farm,0.2.0,70,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.2.0,70,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.2.0,71,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.2.0,71,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.0,222,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.0,222,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.1,235,bjXnet,1.0,1.0,0.6456030897207368
deepset-ai+farm,0.4.1,235,bjXnet,0.6,0.7,0.3767480840440469
deepset-ai+farm,0.4.1,238,bjXnet,0.225,0.325,0.2458333333333333
deepset-ai+farm,0.4.1,238,bjXnet,0.35,0.45,0.3916666666666666
deepset-ai+farm,0.4.1,261,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.1,261,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.1,272,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.1,272,bjXnet,0.19090909090909092,0.2909090909090909,0.19090909090909092
deepset-ai+farm,0.4.1,298,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.1,298,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.1,307,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.1,307,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.1,312,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.1,312,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.2,316,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.2,316,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
deepset-ai+farm,0.4.2,326,bjXnet,0.6,0.7,0.55
deepset-ai+farm,0.4.2,326,bjXnet,1.0,1.0,0.6384615384615384
deepset-ai+farm,0.4.3,359,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.3,359,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.3,362,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.3,362,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.3,366,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.3,366,bjXnet,0.11587301587301581,0.2158730158730158,0.11587301587301581
deepset-ai+farm,0.4.5,422,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.5,422,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.5,423,bjXnet,0.1416666666666666,0.2416666666666666,0.1416666666666666
deepset-ai+farm,0.4.5,423,bjXnet,0.35,0.45,0.35
deepset-ai+farm,0.4.5,436,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.5,436,bjXnet,0.35,0.45,0.35
deepset-ai+farm,0.4.5,452,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.5,452,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.6,457,bjXnet,0.6,0.7,0.6
deepset-ai+farm,0.4.6,457,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.6,462,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.6,462,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
deepset-ai+farm,0.4.7,520,bjXnet,0.30000000000000004,0.4,0.25555555555555554
deepset-ai+farm,0.4.7,520,bjXnet,0.19090909090909092,0.2909090909090909,0.1681818181818181
deepset-ai+farm,0.4.7,533,bjXnet,1.0,1.0,1.0
deepset-ai+farm,0.4.7,533,bjXnet,1.0,1.0,0.9333333333333332
deepset-ai+farm,v0.4.9,551,bjXnet,0.2,0.30000000000000004,0.2
deepset-ai+farm,v0.4.9,551,bjXnet,0.115625,0.215625,0.115625
deepset-ai+farm,v0.4.9,608,bjXnet,0.6,0.7,0.6
deepset-ai+farm,v0.4.9,608,bjXnet,1.0,1.0,1.0
deepset-ai+farm,v0.4.9,611,bjXnet,0.1256410256410256,0.22564102564102562,0.1256410256410256
deepset-ai+farm,v0.4.9,611,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
deepset-ai+haystack,0.2.1,101,bjXnet,0.30000000000000004,0.4,0.30000000000000004
deepset-ai+haystack,0.2.1,101,bjXnet,0.1833333333333333,0.2833333333333333,0.1833333333333333
deepset-ai+haystack,0.2.1,103,bjXnet,0.6,0.7,0.6
deepset-ai+haystack,0.2.1,103,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.2.1,105,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.2.1,105,bjXnet,0.6,0.7,0.6
deepset-ai+haystack,0.2.1,116,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.2.1,116,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.2.1,158,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
deepset-ai+haystack,0.2.1,158,bjXnet,0.1333333333333333,0.2333333333333333,0.1333333333333333
deepset-ai+haystack,0.2.1,168,bjXnet,0.35,0.45,0.35
deepset-ai+haystack,0.2.1,168,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.2.1,173,bjXnet,1.0,1.0,0.7999999999999999
deepset-ai+haystack,0.2.1,173,bjXnet,1.0,1.0,0.85
deepset-ai+haystack,0.3.0,244,bjXnet,1.0,1.0,0.85
deepset-ai+haystack,0.3.0,244,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.3.0,268,bjXnet,0.6,0.7,0.6
deepset-ai+haystack,0.3.0,268,bjXnet,0.6,0.7,0.6
deepset-ai+haystack,0.3.0,278,bjXnet,0.43333333333333335,0.5333333333333333,0.36045454545454536
deepset-ai+haystack,0.3.0,278,bjXnet,0.6,0.7,0.41296296296296287
deepset-ai+haystack,0.3.0,329,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
deepset-ai+haystack,0.3.0,329,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
deepset-ai+haystack,0.3.0,387,bjXnet,0.6,0.7,0.37
deepset-ai+haystack,0.3.0,387,bjXnet,0.2111111111111111,0.3111111111111111,0.1878136200716845
deepset-ai+haystack,0.3.0,391,bjXnet,1.0,1.0,1.0
deepset-ai+haystack,0.3.0,391,bjXnet,0.12380952380952381,0.22380952380952382,0.12380952380952381
deepset-ai+haystack,v0.4.0,446,bjXnet,1.0,1.0,1.0
