albumentations-team+albumentations,0.5.1,760,Method,Top@1,Top@5,MRR
apache+incubator-mxnet,1.3.0,13098,bjXnet,0.10980392156862741,0.2098039215686274,0.11154210108574901
apache+incubator-mxnet,1.3.0,13098,bjXnet,0.1023584905660377,0.20235849056603772,0.10572428573702
apache+incubator-mxnet,1.3.0,13141,bjXnet,0.43333333333333335,0.5333333333333333,0.35
apache+incubator-mxnet,1.3.0,13141,bjXnet,1.0,1.0,0.6018018018018018
apache+incubator-mxnet,1.3.0,13220,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
apache+incubator-mxnet,1.3.0,13220,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.3.1,13300,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
apache+incubator-mxnet,1.3.1,13300,bjXnet,0.1769230769230769,0.27692307692307694,0.1769230769230769
apache+incubator-mxnet,1.3.1,13335,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.3.1,13335,bjXnet,0.2428571428571428,0.3428571428571428,0.2428571428571428
apache+incubator-mxnet,1.3.1,13616,bjXnet,1.0,1.0,0.9333333333333332
apache+incubator-mxnet,1.3.1,13616,bjXnet,0.6,0.7,0.6833333333333332
apache+incubator-mxnet,1.3.1,13752,bjXnet,0.6,0.7,0.55
apache+incubator-mxnet,1.3.1,13752,bjXnet,0.2666666666666666,0.3666666666666666,0.2602564102564102
apache+incubator-mxnet,1.3.1,13760,bjXnet,0.1212765957446808,0.2212765957446808,0.1212765957446808
apache+incubator-mxnet,1.3.1,13760,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.3.1,13825,bjXnet,0.1555555555555555,0.25555555555555554,0.1402777777777777
apache+incubator-mxnet,1.3.1,13825,bjXnet,1.0,1.0,0.6285714285714286
apache+incubator-mxnet,1.3.1,13862,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.3.1,13862,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.3.1,13959,bjXnet,0.6,0.7,0.35450450450450455
apache+incubator-mxnet,1.3.1,13959,bjXnet,0.12380952380952381,0.22380952380952382,0.11495354239256671
apache+incubator-mxnet,1.4.0,14199,bjXnet,0.2666666666666666,0.3666666666666666,0.1732379572925401
apache+incubator-mxnet,1.4.0,14199,bjXnet,0.1769230769230769,0.27692307692307694,0.1312269361650068
apache+incubator-mxnet,1.4.0,14301,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.0,14301,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.0,14396,bjXnet,0.35,0.45,0.35
apache+incubator-mxnet,1.4.0,14396,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.0,14426,bjXnet,0.35,0.45,0.31485260770975054
apache+incubator-mxnet,1.4.0,14426,bjXnet,1.0,1.0,0.5417293233082706
apache+incubator-mxnet,1.4.0,14505,bjXnet,0.225,0.325,0.1958333333333333
apache+incubator-mxnet,1.4.0,14505,bjXnet,0.35,0.45,0.275
apache+incubator-mxnet,1.4.0,14602,bjXnet,0.2111111111111111,0.3111111111111111,0.17004830917874392
apache+incubator-mxnet,1.4.0,14602,bjXnet,0.6,0.7,0.6833333333333332
apache+incubator-mxnet,1.4.0,14760,bjXnet,0.1344827586206896,0.23448275862068962,0.1344827586206896
apache+incubator-mxnet,1.4.0,14760,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.0,14833,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
apache+incubator-mxnet,1.4.0,14833,bjXnet,0.1016501650165016,0.2016501650165016,0.1016501650165016
apache+incubator-mxnet,1.4.1,14858,bjXnet,0.30000000000000004,0.4,0.30000000000000004
apache+incubator-mxnet,1.4.1,14858,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.1,14875,bjXnet,0.35,0.45,0.3083333333333333
apache+incubator-mxnet,1.4.1,14875,bjXnet,1.0,1.0,0.85
apache+incubator-mxnet,1.4.1,14993,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.1,14993,bjXnet,0.2111111111111111,0.3111111111111111,0.2111111111111111
apache+incubator-mxnet,1.4.1,15029,bjXnet,0.1333333333333333,0.2333333333333333,0.1333333333333333
apache+incubator-mxnet,1.4.1,15029,bjXnet,0.1769230769230769,0.27692307692307694,0.1769230769230769
apache+incubator-mxnet,1.4.1,15062,bjXnet,1.0,1.0,0.9333333333333332
apache+incubator-mxnet,1.4.1,15062,bjXnet,0.2666666666666666,0.3666666666666666,0.32619047619047614
apache+incubator-mxnet,1.4.1,15172,bjXnet,0.2428571428571428,0.3428571428571428,0.2428571428571428
apache+incubator-mxnet,1.4.1,15172,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.4.1,15183,bjXnet,0.6,0.7,0.38703703703703696
apache+incubator-mxnet,1.4.1,15183,bjXnet,0.2428571428571428,0.3428571428571428,0.197069597069597
apache+incubator-mxnet,1.4.1,15214,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.4.1,15214,bjXnet,0.1016447368421052,0.2016447368421052,0.1016447368421052
apache+incubator-mxnet,1.4.1,15239,bjXnet,0.2666666666666666,0.3666666666666666,0.2602564102564102
apache+incubator-mxnet,1.4.1,15239,bjXnet,0.6,0.7,0.475
apache+incubator-mxnet,1.4.1,15268,bjXnet,0.30000000000000004,0.4,0.30000000000000004
apache+incubator-mxnet,1.4.1,15268,bjXnet,0.15000000000000002,0.25,0.15000000000000002
apache+incubator-mxnet,1.5.0,15535,bjXnet,1.0,1.0,0.611111111111111
apache+incubator-mxnet,1.5.0,15535,bjXnet,0.30000000000000004,0.4,0.22777777777777772
apache+incubator-mxnet,1.5.0,15543,bjXnet,0.225,0.325,0.225
apache+incubator-mxnet,1.5.0,15543,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.5.0,15636,bjXnet,0.13125,0.23125,0.13125
apache+incubator-mxnet,1.5.0,15636,bjXnet,0.110752688172043,0.210752688172043,0.110752688172043
apache+incubator-mxnet,1.5.0,15670,bjXnet,0.132258064516129,0.23225806451612901,0.132258064516129
apache+incubator-mxnet,1.5.0,15670,bjXnet,0.1014556040756914,0.2014556040756914,0.1014556040756914
apache+incubator-mxnet,1.5.0,15705,bjXnet,0.6,0.7,0.2962928732799342
apache+incubator-mxnet,1.5.0,15705,bjXnet,1.0,1.0,0.6596371882086167
apache+incubator-mxnet,1.5.0,15709,bjXnet,0.1833333333333333,0.2833333333333333,0.1833333333333333
apache+incubator-mxnet,1.5.0,15709,bjXnet,0.115625,0.215625,0.115625
apache+incubator-mxnet,1.5.0,15759,bjXnet,0.1108695652173913,0.2108695652173913,0.1108695652173913
apache+incubator-mxnet,1.5.0,15759,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.5.0,15767,bjXnet,0.43333333333333335,0.5333333333333333,0.2702767749699157
apache+incubator-mxnet,1.5.0,15767,bjXnet,1.0,1.0,0.6015797788309637
apache+incubator-mxnet,1.5.0,16037,bjXnet,0.1769230769230769,0.27692307692307694,0.1769230769230769
apache+incubator-mxnet,1.5.0,16037,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.5.1,16256,bjXnet,0.2,0.30000000000000004,0.1424013722126929
apache+incubator-mxnet,1.5.1,16256,bjXnet,1.0,1.0,0.39054576376004946
apache+incubator-mxnet,1.5.1,16996,bjXnet,0.6,0.7,0.5166666666666666
apache+incubator-mxnet,1.5.1,16996,bjXnet,0.2666666666666666,0.3666666666666666,0.242156862745098
apache+incubator-mxnet,1.5.1,17139,bjXnet,0.6,0.7,0.44999999999999996
apache+incubator-mxnet,1.5.1,17139,bjXnet,1.0,1.0,0.7428571428571428
apache+incubator-mxnet,1.5.1,17285,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.5.1,17285,bjXnet,0.35,0.45,0.35
apache+incubator-mxnet,1.5.1,17352,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
apache+incubator-mxnet,1.5.1,17352,bjXnet,0.2,0.30000000000000004,0.2
apache+incubator-mxnet,1.5.1,17389,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.5.1,17389,bjXnet,0.6,0.7,0.6
apache+incubator-mxnet,1.6.0,17472,bjXnet,0.127027027027027,0.227027027027027,0.127027027027027
apache+incubator-mxnet,1.6.0,17472,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.6.0,17529,bjXnet,0.1030487804878048,0.2030487804878048,0.1030487804878048
apache+incubator-mxnet,1.6.0,17529,bjXnet,0.1013037809647979,0.20130378096479792,0.1013037809647979
apache+incubator-mxnet,1.6.0,17562,bjXnet,0.1212765957446808,0.2212765957446808,0.1234612462006079
apache+incubator-mxnet,1.6.0,17562,bjXnet,0.10165837479270311,0.2016583747927031,0.1031443597976739
apache+incubator-mxnet,1.6.0,17638,bjXnet,0.43333333333333335,0.5333333333333333,0.43333333333333335
apache+incubator-mxnet,1.6.0,17638,bjXnet,0.1013071895424836,0.2013071895424836,0.1013071895424836
apache+incubator-mxnet,1.6.0,17640,bjXnet,0.1714285714285714,0.2714285714285714,0.1714285714285714
apache+incubator-mxnet,1.6.0,17640,bjXnet,0.1769230769230769,0.27692307692307694,0.1769230769230769
apache+incubator-mxnet,1.6.0,17654,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.6.0,17654,bjXnet,1.0,1.0,1.0
apache+incubator-mxnet,1.6.0,17766,bjXnet,0.30000000000000004,0.4,0.20833333333333331
apache+incubator-mxnet,1.6.0,17766,bjXnet,0.225,0.325,0.1902777777777777
apache+incubator-mxnet,1.6.0,17839,bjXnet,0.225,0.325,0.225
apache+incubator-mxnet,1.6.0,17839,bjXnet,0.35,0.45,0.35
apache+incubator-mxnet,1.6.0,17893,bjXnet,0.132258064516129,0.23225806451612901,0.132258064516129
apache+incubator-mxnet,1.6.0,17893,bjXnet,0.2666666666666666,0.3666666666666666,0.2666666666666666
apache+incubator-mxnet,1.6.0,18042,bjXnet,0.1526315789473684,0.25263157894736843,0.1253933371087838
