Project,Version,Bug_ID,Method,GTF,Top_Rank,MRR,MAP
pypa+pipenv,v2022.8.24,5296,bjXnet,2,52,0.11886792500000001,0.121933962
pypa+pipenv,v2022.8.24,5296,bjXnet,2,62,0.11587301600000001,0.11956441500000001
pypa+pipenv,v2022.9.8,5353,bjXnet,1,49,0.12000000000000001,0.12000000000000001
pypa+pipenv,v2022.9.8,5353,bjXnet,1,232,0.10429184500000001,0.10429184500000001
pypa+pipenv,v3.4.1,228,bjXnet,2,1,1.0,0.766666667
pypa+pipenv,v3.4.1,228,bjXnet,2,1,1.0,1.0
scikit-learn+scikit-learn,1.2.1,25627,bjXnet,4,1,1.0,0.42882011600000003
scikit-learn+scikit-learn,1.2.1,25627,bjXnet,4,2,0.433333333,0.231180988
scikit-learn+scikit-learn,1.2.2,25798,bjXnet,2,1,1.0,1.0
scikit-learn+scikit-learn,1.2.2,25798,bjXnet,2,1,0.6,0.44999999999999996
scrapy+scrapy,0.24.1,780,bjXnet,2,25,0.138461538,0.129757085
scrapy+scrapy,0.24.1,780,bjXnet,2,29,0.133333333,0.129487179
scrapy+scrapy,1.0.3,1495,bjXnet,3,1,1.0,0.9666666669999999
scrapy+scrapy,1.0.3,1495,bjXnet,3,1,0.6,0.41216931199999995
scrapy+scrapy,1.1.0,2011,bjXnet,2,1,1.0,0.623255814
scrapy+scrapy,1.1.0,2011,bjXnet,2,6,0.242857143,0.181428571
scrapy+scrapy,1.1.1,2125,bjXnet,1,2,0.433333333,0.433333333
scrapy+scrapy,1.1.1,2125,bjXnet,1,217,0.104587156,0.104587156
scrapy+scrapy,1.1.1,2157,bjXnet,5,1,1.0,0.586488652
scrapy+scrapy,1.1.1,2157,bjXnet,5,1,1.0,0.40666933400000005
scrapy+scrapy,1.2.1,2373,bjXnet,2,3,0.35,0.35
scrapy+scrapy,1.2.1,2373,bjXnet,2,25,0.138461538,0.156267806
scrapy+scrapy,1.4.0,2862,bjXnet,1,1,1.0,1.0
scrapy+scrapy,1.4.0,2862,bjXnet,1,1,0.6,0.6
scrapy+scrapy,1.5.0,3171,bjXnet,1,1,1.0,1.0
scrapy+scrapy,1.5.0,3171,bjXnet,1,1,0.6,0.6
scrapy+scrapy,1.7.3,3953,bjXnet,2,1,1.0,0.7428571429999999
scrapy+scrapy,1.7.3,3953,bjXnet,2,1,0.6,0.516666667
scrapy+scrapy,1.7.3,3976,bjXnet,2,1,1.0,0.7428571429999999
scrapy+scrapy,1.7.3,3976,bjXnet,2,1,1.0,0.7999999999999999
scrapy+scrapy,1.7.3,4014,bjXnet,1,85,0.111627907,0.111627907
scrapy+scrapy,1.7.3,4014,bjXnet,1,38,0.12564102600000002,0.12564102600000002
scrapy+scrapy,1.8.2,5515,bjXnet,1,36,0.12702702700000001,0.12702702700000001
scrapy+scrapy,1.8.2,5515,bjXnet,1,78,0.112658228,0.112658228
scrapy+scrapy,hojo,838,bjXnet,1,10,0.190909091,0.190909091
scrapy+scrapy,hojo,838,bjXnet,1,289,0.103448276,0.103448276
sphinx-doc+sphinx,v5.2.3,10903,bjXnet,5,6,0.242857143,0.172655185
sphinx-doc+sphinx,v5.2.3,10903,bjXnet,5,1,0.6,0.320350597
sphinx-doc+sphinx,v6.0.0,11079,bjXnet,2,1,0.6,0.38030303
sphinx-doc+sphinx,v6.0.0,11079,bjXnet,2,1,0.6,0.683333333
sphinx-doc+sphinx,v6.1.1,11101,bjXnet,1,90,0.110989011,0.110989011
sphinx-doc+sphinx,v6.1.1,11101,bjXnet,1,429,0.102325581,0.102325581
sphinx-doc+sphinx,v6.1.3,11264,bjXnet,2,39,0.125,0.11895161300000001
sphinx-doc+sphinx,v6.1.3,11264,bjXnet,2,4,0.30000000000000004,0.36666666700000006
wtforms+flask-wtf,v0.14.2,278,bjXnet,1,1,0.1,0.1
wtforms+flask-wtf,v0.14.2,278,bjXnet,1,1,0.1,0.1
