Project,Version,Bug_ID,Method,GTF,Top_Rank,MRR,MAP
pyinstaller+pyinstaller,v5.6.2,7277,buglocator,1,6,0.166666667,0.166666667
pyinstaller+pyinstaller,v5.6.2,7277,bluir,1,13,0.076923077,0.076923077
pyinstaller+pyinstaller,v5.7.0,7413,buglocator,1,1,1,1
pyinstaller+pyinstaller,v5.7.0,7413,bluir,1,27,0.037037037,0.037037037
pyinstaller+pyinstaller,v5.8.0,7456,buglocator,3,29,0.034482759,0.015883927
pyinstaller+pyinstaller,v5.8.0,7456,bluir,3,15,0.066666667,0.046919559
pypa+pipenv,v11.1.5,1618,buglocator,2,6,0.166666667,0.183333333
pypa+pipenv,v11.1.5,1618,bluir,2,1,1,0.566666667
pypa+pipenv,v11.10.1,2088,buglocator,3,14,0.071428571,0.052849928
pypa+pipenv,v11.10.1,2088,bluir,3,15,0.066666667,0.073544974
pypa+pipenv,v11.10.4,2173,buglocator,1,22,0.045454545,0.045454545
pypa+pipenv,v11.10.4,2173,bluir,1,1,1,1
pypa+pipenv,v11.6.1,1690,buglocator,2,10,0.1,0.116666667
pypa+pipenv,v11.6.1,1690,bluir,2,1,1,0.583333333
pypa+pipenv,v2.8.7,965,buglocator,1,10,0.1,0.1
pypa+pipenv,v2.8.7,965,bluir,1,1,1,1
pypa+pipenv,v2018.10.13,3151,buglocator,1,30,0.033333333,0.033333333
pypa+pipenv,v2018.10.13,3151,bluir,1,13,0.076923077,0.076923077
pypa+pipenv,v2018.11.26,3407,buglocator,1,1,1,1
pypa+pipenv,v2018.11.26,3407,bluir,1,1,1,1
pypa+pipenv,v2018.11.26,4059,buglocator,1,22,0.045454545,0.045454545
pypa+pipenv,v2018.11.26,4059,bluir,1,13,0.076923077,0.076923077
pypa+pipenv,v2018.7.1,2613,buglocator,1,37,0.027027027,0.027027027
pypa+pipenv,v2018.7.1,2613,bluir,1,52,0.019230769,0.019230769
pypa+pipenv,v2018.7.1,2748,buglocator,2,57,0.01754386,0.024644946
pypa+pipenv,v2018.7.1,2748,bluir,2,1,1,0.514492754
pypa+pipenv,v2022.11.30,5530,buglocator,2,30,0.033333333,0.026375405
pypa+pipenv,v2022.11.30,5530,bluir,2,1,1,0.523255814
pypa+pipenv,v2022.12.19,5583,buglocator,1,14,0.071428571,0.071428571
pypa+pipenv,v2022.12.19,5583,bluir,1,64,0.015625,0.015625
pypa+pipenv,v2022.4.30,5092,buglocator,1,15,0.066666667,0.066666667
pypa+pipenv,v2022.4.30,5092,bluir,1,9,0.111111111,0.111111111
pypa+pipenv,v2022.6.7,5132,buglocator,3,11,0.090909091,0.063732982
pypa+pipenv,v2022.6.7,5132,bluir,3,22,0.045454545,0.032410679
pypa+pipenv,v2022.8.14,5254,buglocator,1,3,0.333333333,0.333333333
pypa+pipenv,v2022.8.14,5254,bluir,1,1,1,1
pypa+pipenv,v2022.8.15,5261,buglocator,1,31,0.032258065,0.032258065
pypa+pipenv,v2022.8.15,5261,bluir,1,60,0.016666667,0.016666667
pypa+pipenv,v2022.8.24,5296,buglocator,2,53,0.018867925,0.021933962
pypa+pipenv,v2022.8.24,5296,bluir,2,63,0.015873016,0.019564415
pypa+pipenv,v2022.9.8,5353,buglocator,1,50,0.02,0.02
pypa+pipenv,v2022.9.8,5353,bluir,1,233,0.004291845,0.004291845
pypa+pipenv,v3.4.1,228,buglocator,2,1,1,0.666666667
pypa+pipenv,v3.4.1,228,bluir,2,1,1,1
scikit-learn+scikit-learn,1.2.1,25627,buglocator,4,1,1,0.328820116
scikit-learn+scikit-learn,1.2.1,25627,bluir,4,3,0.333333333,0.131180988
scikit-learn+scikit-learn,1.2.2,25798,buglocator,2,1,1,1
scikit-learn+scikit-learn,1.2.2,25798,bluir,2,2,0.5,0.35
scrapy+scrapy,0.24.1,780,buglocator,2,26,0.038461538,0.029757085
scrapy+scrapy,0.24.1,780,bluir,2,30,0.033333333,0.029487179
scrapy+scrapy,1.0.3,1495,buglocator,3,1,1,0.866666667
scrapy+scrapy,1.0.3,1495,bluir,3,2,0.5,0.312169312
scrapy+scrapy,1.1.0,2011,buglocator,2,1,1,0.523255814
scrapy+scrapy,1.1.0,2011,bluir,2,7,0.142857143,0.081428571
scrapy+scrapy,1.1.1,2125,buglocator,1,3,0.333333333,0.333333333
scrapy+scrapy,1.1.1,2125,bluir,1,218,0.004587156,0.004587156
scrapy+scrapy,1.1.1,2157,buglocator,5,1,1,0.486488652
scrapy+scrapy,1.1.1,2157,bluir,5,1,1,0.306669334
scrapy+scrapy,1.2.1,2373,buglocator,2,4,0.25,0.25
scrapy+scrapy,1.2.1,2373,bluir,2,26,0.038461538,0.056267806
scrapy+scrapy,1.4.0,2862,buglocator,1,1,1,1
scrapy+scrapy,1.4.0,2862,bluir,1,2,0.5,0.5
scrapy+scrapy,1.5.0,3171,buglocator,1,1,1,1
scrapy+scrapy,1.5.0,3171,bluir,1,2,0.5,0.5
scrapy+scrapy,1.7.3,3953,buglocator,2,1,1,0.642857143
scrapy+scrapy,1.7.3,3953,bluir,2,2,0.5,0.416666667
scrapy+scrapy,1.7.3,3976,buglocator,2,1,1,0.642857143
scrapy+scrapy,1.7.3,3976,bluir,2,1,1,0.7
scrapy+scrapy,1.7.3,4014,buglocator,1,86,0.011627907,0.011627907
scrapy+scrapy,1.7.3,4014,bluir,1,39,0.025641026,0.025641026
scrapy+scrapy,1.8.2,5515,buglocator,1,37,0.027027027,0.027027027
scrapy+scrapy,1.8.2,5515,bluir,1,79,0.012658228,0.012658228
scrapy+scrapy,hojo,838,buglocator,1,11,0.090909091,0.090909091
scrapy+scrapy,hojo,838,bluir,1,290,0.003448276,0.003448276
sphinx-doc+sphinx,v5.2.3,10903,buglocator,5,7,0.142857143,0.072655185
sphinx-doc+sphinx,v5.2.3,10903,bluir,5,2,0.5,0.220350597
sphinx-doc+sphinx,v6.0.0,11079,buglocator,2,2,0.5,0.28030303
sphinx-doc+sphinx,v6.0.0,11079,bluir,2,2,0.5,0.583333333
sphinx-doc+sphinx,v6.1.1,11101,buglocator,1,91,0.010989011,0.010989011
sphinx-doc+sphinx,v6.1.1,11101,bluir,1,430,0.002325581,0.002325581
sphinx-doc+sphinx,v6.1.3,11264,buglocator,2,40,0.025,0.018951613
sphinx-doc+sphinx,v6.1.3,11264,bluir,2,5,0.2,0.266666667
wtforms+flask-wtf,v0.14.2,278,buglocator,1,0,0,0
wtforms+flask-wtf,v0.14.2,278,bluir,1,0,0,0
